ZBH,Zimmer Biomet Holdings Inc.,Healthcare,Medical Devices,18000,26,3.6,7.9,14.5,Moderate Controversy Level,2,53rd percentile,Medium
BIIB,Biogen Inc.,Healthcare,Drug Manufacturers - General,7570,22.2,0.4,7.4,14.5,Significant Controversy Level,3,37th percentile,Medium
SBUX,Starbucks Corp,Consumer Cyclical,Restaurants,381000,24.7,5.8,4.3,14.6,Significant Controversy Level,3,48th percentile,Medium
DAL,Delta Air Lines Inc.,Industrials,Airlines,103000,30.3,9.9,5.8,14.6,Moderate Controversy Level,2,70th percentile,High
NUE,Nucor Corporation,Basic Materials,Steel,32000,32.8,9.3,8.8,14.7,Moderate Controversy Level,2,78th percentile,High
WFC,Wells Fargo & Co.,Financial Services,Banks - Diversified,224824,36.2,2,19.4,14.8,Severe Controversy Level,5,87th percentile,High
TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,3182,33.2,14.2,4.2,14.8,Moderate Controversy Level,2,79th percentile,High
DRI,Darden Restaurants Inc.,Consumer Cyclical,Restaurants,187384,27.5,7.9,4.6,15,Moderate Controversy Level,2,59th percentile,Medium
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,131900,24,0.9,8,15,High Controversy Level,4,45th percentile,Medium
LMT,Lockheed Martin Corp.,Industrials,Aerospace & Defense,122000,30.2,8,7.1,15.1,Significant Controversy Level,3,70th percentile,High
BAC,Bank of America Corporation,Financial Services,Banks - Diversified,212000,28.3,1.7,11.5,15.1,Significant Controversy Level,3,62nd percentile,Medium
VRTX,Vertex Pharmaceuticals Inc,Healthcare,Biotechnology,5400,22.7,0.8,6.6,15.4,Moderate Controversy Level,2,39th percentile,Medium
PCG,Pg&e Corporation,Utilities,Utilities - Regulated Electric,28010,30.4,9.6,5.4,15.4,High Controversy Level,4,70th percentile,High
GE,General Electric Company,Industrials,Aerospace & Defense,125000,40.5,14.2,10.9,15.4,Significant Controversy Level,3,92nd percentile,Severe
CAG,Conagra Brands Inc.,Consumer Defensive,Packaged Foods,18600,30.8,10.7,4.7,15.4,Moderate Controversy Level,2,72nd percentile,High
AMZN,Amazon.com Inc,Consumer Cyclical,Internet Retail,1525000,30.6,6,9.2,15.4,Significant Controversy Level,3,71st percentile,High
USB,U.S. Bancorp,Financial Services,Banks - Regional,70000,30.3,1.8,13,15.5,Significant Controversy Level,3,70th percentile,High
PWR,Quanta Services Inc.,Industrials,Engineering & Construction,52500,36.9,12.1,9,15.7,Moderate Controversy Level,2,88th percentile,High
CVS,Cvs Health Corporation,Healthcare,Healthcare Plans,219000,22,0,6.2,15.8,Significant Controversy Level,3,36th percentile,Medium
TXT,Textron Inc.,Industrials,Aerospace & Defense,35000,33.6,10.9,6.6,16.1,Moderate Controversy Level,2,80th percentile,High
TFX,Teleflex Incorporated,Healthcare,Medical Instruments & Supplies,14500,29.6,4.8,8.7,16.1,Moderate Controversy Level,2,67th percentile,Medium
INCY,Incyte Genomics Inc,Healthcare,Biotechnology,2524,24.8,1.1,7.4,16.3,Low Controversy Level,1,48th percentile,Medium
EFX,Equifax Incorporated,Industrials,Consulting Services,15000,23.2,0.1,6.8,16.3,Significant Controversy Level,3,41st percentile,Medium
JPM,Jpmorgan Chase & Co.,Financial Services,Banks - Diversified,311921,29.3,1.1,11.7,16.5,Significant Controversy Level,3,66th percentile,Medium
HUM,Humana Inc.,Healthcare,Healthcare Plans,67600,22.5,0,5.7,16.7,Moderate Controversy Level,2,38th percentile,Medium
ABBV,Abbvie Inc.,Healthcare,Drug Manufacturers - General,50000,29.9,2.4,10.4,17.2,Significant Controversy Level,3,69th percentile,Medium
MO,Altria Group Inc.,Consumer Defensive,Tobacco,6400,31.3,6.1,7.6,17.6,Significant Controversy Level,3,74th percentile,High
TDG,Transdigm Group Incorporated,Industrials,Aerospace & Defense,15500,38.7,12,9,17.7,Moderate Controversy Level,2,90th percentile,High
HCA,Hca Healthcare Inc.,Healthcare,Medical Care Facilities,220000,28.8,3.9,7.2,17.7,Significant Controversy Level,3,64th percentile,Medium
CAT,Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,113200,36.2,10.4,8.1,17.7,High Controversy Level,4,86th percentile,High
GD,General Dynamics Corporation,Industrials,Aerospace & Defense,111600,35.2,9.4,6.9,18.9,Significant Controversy Level,3,84th percentile,High
UHS,Universal Health Services Inc. Class B,Healthcare,Medical Care Facilities,96700,33,3.7,8.6,20.7,Significant Controversy Level,3,78th percentile,High
META,Meta Platforms Inc. Class A,Communication Services,Internet Content & Information,69329,34.1,2.7,10.3,21.1,High Controversy Level,4,81st percentile,High
BA,Boeing Company,Industrials,Aerospace & Defense,171000,39.6,8.8,8.3,22.5,High Controversy Level,4,91st percentile,High
